"id","region","problem1","party","days_a_week_news","left_right","membership_eu","sex","birth_year","social_class","urban","religion","wealth","newspaper"
658,"North West","Unemployment","[NONE]","7",10,"Neither","Female",1977,"Working class","Small or middle-sized town","No, do not belong to a denomination",4,"mail on sunday"
659,"West Midlands","Unemployment","Conservatives","7",5,"Neither","Female",1990,"Middle class","Rural area or village","No, do not belong to a denomination",5,"Don't read newspapers"
660,"North West","Any other topic","[DK]","7",6,"Neither","Male",1966,"Lower middle class","Small or middle-sized town","No, do not belong to a denomination",4,"daily mail"
660,"North West","Any other topic","[DK]","7",6,"Neither","Male",1966,"Lower middle class","Small or middle-sized town","No, do not belong to a denomination",4,"daily express"
661,"North West","Immigration","Conservatives","7",10,"Bad thing","Female",1948,"Working class","Rural area or village","Church of England",4,"daily express"
662,"London","Immigration","[DK]","7",10,"Neither","Female",1944,"Working class","Suburbs of large town or city","No, do not belong to a denomination",5,"daily mail"
662,"London","Immigration","[DK]","7",10,"Neither","Female",1944,"Working class","Suburbs of large town or city","No, do not belong to a denomination",5,"daily express"
663,"South East","Law and Order (code this if you cannot use specific codes)","Conservatives","7",5,"Good thing","Female",1982,"Middle class","Rural area or village","Church of England",5,"mail on sunday"
664,"South East","Effects of financial crisis on domestic/ EU/ global economy. ","Conservatives","7",10,"Neither","Male",1942,"Upper middle class","Rural area or village","No, do not belong to a denomination",6,"Don't read newspapers"
665,"London","Economic Conditions","Conservatives","7",6,"Bad thing","Male",1955,"Middle class","Large town or city","Hindu",4,"guardian"
665,"London","Economic Conditions","Conservatives","7",6,"Bad thing","Male",1955,"Middle class","Large town or city","Hindu",4,"sunday times"
666,"London","Political Authority: Strong Government, Government Stability","Conservatives","7",10,"Good thing","Male",1953,"Middle class","Suburbs of large town or city","Orthodox (Russian/Greek/etc.)",3,"sun"
666,"London","Political Authority: Strong Government, Government Stability","Conservatives","7",10,"Good thing","Male",1953,"Middle class","Suburbs of large town or city","Orthodox (Russian/Greek/etc.)",3,"daily telegraph"
666,"London","Political Authority: Strong Government, Government Stability","Conservatives","7",10,"Good thing","Male",1953,"Middle class","Suburbs of large town or city","Orthodox (Russian/Greek/etc.)",3,"the times"
666,"London","Political Authority: Strong Government, Government Stability","Conservatives","7",10,"Good thing","Male",1953,"Middle class","Suburbs of large town or city","Orthodox (Russian/Greek/etc.)",3,"daily mail"
666,"London","Political Authority: Strong Government, Government Stability","Conservatives","7",10,"Good thing","Male",1953,"Middle class","Suburbs of large town or city","Orthodox (Russian/Greek/etc.)",3,"daily express"
667,"South West","Economic Conditions","Conservatives","7",8,"Good thing","Female",1952,"Working class","Small or middle-sized town","Other",4,"daily mail"
668,"East Midlands","Welfare State (code this if you cannot use specific codes)","Conservatives","7",4,"Bad thing","Female",1954,"Lower middle class","Rural area or village","Church of England",3,"daily telegraph"
669,"Wales","Single Market/Common market","Conservatives","7",10,"Bad thing","Female",1940,"Lower middle class","Small or middle-sized town","No, do not belong to a denomination",5,"daily mail"
669,"Wales","Single Market/Common market","Conservatives","7",10,"Bad thing","Female",1940,"Lower middle class","Small or middle-sized town","No, do not belong to a denomination",5,"penarth times"
670,"London","Economic Conditions","[NONE]","7",8,"Neither","Male",1959,"Working class","Suburbs of large town or city","No, do not belong to a denomination",4,"Don't read newspapers"
671,"East of England","Single Market/Common market","Conservatives","7",8,"Bad thing","Male",1945,"Working class","Small or middle-sized town","Other",2,"sun"
671,"East of England","Single Market/Common market","Conservatives","7",8,"Bad thing","Male",1945,"Working class","Small or middle-sized town","Other",2,"daily mail"
672,"East Midlands","Immigration","Conservatives","7",8,"Neither","Female",1932,"Lower middle class","Small or middle-sized town","Church of England",4,"daily express"
673,"South East","Effect of Euro on the Economy","Liberal Democrats","7",8,"Neither","Male",1927,"Upper middle class","Rural area or village","Methodist",6,"daily telegraph"
673,"South East","Effect of Euro on the Economy","Liberal Democrats","7",8,"Neither","Male",1927,"Upper middle class","Rural area or village","Methodist",6,"daily mail"
673,"South East","Effect of Euro on the Economy","Liberal Democrats","7",8,"Neither","Male",1927,"Upper middle class","Rural area or village","Methodist",6,"mail on sunday"
674,"South East","Economic Conditions","Conservatives","7",8,"Bad thing","Female",1950,"Middle class","Rural area or village","Church of England",5,"daily telegraph"
675,"North West","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","Conservatives","7",8,"Bad thing","Female",1941,"Working class","Small or middle-sized town","Roman Catholic",3,"daily mail"
675,"North West","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","Conservatives","7",8,"Bad thing","Female",1941,"Working class","Small or middle-sized town","Roman Catholic",3,"mail on sunday"
675,"North West","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","Conservatives","7",8,"Bad thing","Female",1941,"Working class","Small or middle-sized town","Roman Catholic",3,"sunday express"
676,"North East","Political Authority: Strong Government, Government Stability","Conservatives","7",5,"Bad thing","Female",1953,"Working class","Small or middle-sized town","No, do not belong to a denomination",3,"daily express"
677,"South East","Economic Conditions","Conservatives","7",5,"Good thing","Male",1966,"Middle class","Suburbs of large town or city","Roman Catholic",7,"daily telegraph"
677,"South East","Economic Conditions","Conservatives","7",5,"Good thing","Male",1966,"Middle class","Suburbs of large town or city","Roman Catholic",7,"the times"
677,"South East","Economic Conditions","Conservatives","7",5,"Good thing","Male",1966,"Middle class","Suburbs of large town or city","Roman Catholic",7,"daily mail"
677,"South East","Economic Conditions","Conservatives","7",5,"Good thing","Male",1966,"Middle class","Suburbs of large town or city","Roman Catholic",7,"sunday times"
678,"South East","Political Authority: Strong Government, Government Stability","[NONE]","7",5,"Neither","Male",1982,"Lower middle class","Suburbs of large town or city","Church of England",4,"daily express"
678,"South East","Political Authority: Strong Government, Government Stability","[NONE]","7",5,"Neither","Male",1982,"Lower middle class","Suburbs of large town or city","Church of England",4,"the mirror"
679,"South East","Economic Conditions","Conservatives","1 Day",7,"Bad thing","Female",1941,"Working class","Rural area or village","No, do not belong to a denomination",4,"Don't read newspapers"
680,"Yorkshire and The Humber","Effects of financial crisis on domestic/ EU/ global economy. ","[DK]","5",10,"Bad thing","Male",1967,"Working class","Small or middle-sized town","No, do not belong to a denomination",5,"sun"
680,"Yorkshire and The Humber","Effects of financial crisis on domestic/ EU/ global economy. ","[DK]","5",10,"Bad thing","Male",1967,"Working class","Small or middle-sized town","No, do not belong to a denomination",5,"news of the world"
681,"South West","Immigration","British National Party (BNP)","7",10,"Neither","Female",1966,"Working class","Small or middle-sized town","Church of England",5,"sun"
681,"South West","Immigration","British National Party (BNP)","7",10,"Neither","Female",1966,"Working class","Small or middle-sized town","Church of England",5,"dorser echo"
682,"South East","Protectionism (as opposed to international cooperation, methods to protect national markets, economic growth)","UK Independence Party (UKIP)","7",77,"Bad thing","Female",1939,"Working class","Rural area or village","Roman Catholic",3,"sun"
682,"South East","Protectionism (as opposed to international cooperation, methods to protect national markets, economic growth)","UK Independence Party (UKIP)","7",77,"Bad thing","Female",1939,"Working class","Rural area or village","Roman Catholic",3,"daily telegraph"
682,"South East","Protectionism (as opposed to international cooperation, methods to protect national markets, economic growth)","UK Independence Party (UKIP)","7",77,"Bad thing","Female",1939,"Working class","Rural area or village","Roman Catholic",3,"the times"
682,"South East","Protectionism (as opposed to international cooperation, methods to protect national markets, economic growth)","UK Independence Party (UKIP)","7",77,"Bad thing","Female",1939,"Working class","Rural area or village","Roman Catholic",3,"daily mail"
683,"North East","Political Authority: Strong Government, Government Stability","[DK]","6",88,"Neither","Female",1976,"Middle class","Small or middle-sized town","No, do not belong to a denomination",4,"Don't read newspapers"
684,"West Midlands","Debt (public debt of a state, a community etc.)","Conservatives","7",9,"Bad thing","Male",1944,"Working class","Rural area or village","Church of England",2,"the financial times"
685,"West Midlands","Immigration","British National Party (BNP)","7",0,"Bad thing","Male",1956,"Working class","Large town or city","No, do not belong to a denomination",3,"Don't read newspapers"
686,"East Midlands","National Way of Life (reference to patriotism/nationalism, support/opposition for established national ideas and/or valu","[NONE]","7",5,"Good thing","Female",1959,"Working class","Small or middle-sized town","Protestant",3,"daily mail"
